id;river_full_name;river_dest;side;dest_from_end;length;watershed_area;10km_trib_amount;10km_trib_sum_len;lakes_amount;lakes_sum_area;table3_id;;;;;
431;Аргамджи (Аргамжи);Ущ. Кара-Чад;(пр);5;21;;6;12;;;
432;Аргамджи (Аргамжи);Аргамджи № 431;(лв);6;13;;2;1;;;
433;без названия;оз. Гусиное;—;—;10;;—;—;;;
434;Кальджпн (Кальжин);Аргут (Ак-Алаха);(лв);62;16;;4;7;;;
;Малые притоки оз. Кальджин_Куль-Бас;;;;;;10;22;;;
;Малые притоки оз. Кальджин-Куль;;;;;;2;3;;;
435;Ак-Кол;Аргут (Ак-Алаха);(пр);167;28;;20;72;;;
436;без названия;Ак-Кол;»;14;17;;5;16;;;
437;Кара-Булак;Аргут (Ак-Алаха);»;166;15;;8;27;;;
438;Жанжикуль;»;(лв);150;11;;5;10;;;
439;Зунгунгуй;»;(пр);139;10;;10;19;;;
440;Караалаха;»;(лв);133;33;;29;86;;;
441;без названия;Караалаха;»;23;11;;11;17;;;
442;без названия;»;(пр);17;11;;10;26;;;
;Малые притоки оз. Алахинское;э;;;;;4;16;;;
443;Байджигит (Байжигит);Аргут (Ак-Алаха);(пр);122;12;;13;23;;;
444;Жасатер (Усай);Аргут;»;106;102;1 820;43;136;126;11.41;63
;Малые притоки оз. Зерлю-Куль;;;;;;3;6;;;
445;Аюуту;Жасатер;(пр);71;12;;8;17;;;
446;Тара;»;»;61;29;;14;36;;;
447;Катал;»;(лв);58;12;;1;3;;;
448;Чикты;»;(пр);47;11;;5;9;;;
449;Аржан;»;»;45;12;;6;18;;;
450;Жумалы;»;(лв);44;34;;29;73;;;
451;Садакбай;Жумалы;»;13;13;;8;12;;;
452;Кук-Кара гай;Жасатер;(пр);37;12;;5;7;;;
453;Тангыт (Ак-Карасу);»;»;30;14;;8;17;;;
454;Ильдегем;»;(лв);25;17;;5;8;;;
455;без названия;Ильдегем;(пр);4;10;;7;16;;;
456;Узургу;Жасатер;»;18;14;;1;3;;;
457;Тюнь;»;»;14;17;;9;21;;;
458;Узунгур;Тюнь;(лв);1;14;;6;11;;;
459;Судобай;Жасатер;»;9;13;;5;12;;;
460;без названия;»;(пр);1;14;;4;21;;;
461;Бара;Аргут;»;102;17;;6;18;;;
462;без названия;Бара;(лв);6;11;;8;13;;;
463;Коксу;Аргут;»;90;59;1 080;24;83;108;3.59;
464;Игнатиха;Коксу;(пр);45;10;;1;2;;;
465;Орочаган;»;(лв);41;20;;36;67;;;
466;Звончиха;Коксу;(пр);37;16;;6;12;;;
467;без названия;»;»;32;12;;2;3;;;
468;Кошбулак;»;(лв);27;15;;17;28;;;
469;Акбулак;»;»;20;17;;9;30;;;
470;Кужурту-Булак;»;(пр);19;15;;15;34;;;
471;без названия;Кужурту-Булак;(лв);1;10;;3;2;;;
472;Дирентай;Коксу;(лв);8;14;;8;16;;;
473;без названия;»;(пр);3;17;;—;—;;;
474;Карасу;Аргут;»;82;11;;—;—;;;
475;Карагем;»;»;77;50;780;74;183;27;1.22;
476;Карагем;Карагем № 475;»;50;10;;11;19;;;
477;Иондоайры;»;(лв);40;13;;8;14;;;
478;без названия;Иоидоайры;»;2;11;;3;3;;;
479;Камрю;Карагем № 475;(пр);32;11;;6;14;;;
480;Караайры;»;(лв);29;15;;2;1;;;
481;Караайры;Караайры № 480;(пр);12;12;;2;6;;;
482;Куркуре;Аргут;(лв);68;11;;1;1;;;
483;Кулагаш;»;»;57;19;;7;15;;;
484;Иедыгем;»;»;52;26;;23;55;;;
485;Бартулдак;»;»;46;14;;5;10;;;
486;Юнгур;»;(пр);44;36;;60;113;;;
487;без названия;Юнгур;(лв);28;15;;24;41;;;
488;Куранду;»;(пр);22;13;;18;27;;;
489;Кара-Оюк;»;(лв);20;11;;17;29;;;
490;Чибит;»;»;8;14;;12;23;;;
491;Коир (Караайры);Аргут;»;37;22;;18;44;;;
492;Балтыргам (Караайры);Коир;»;14;10;;4;12;;;
493;Сулуайры;»;(пр);12;14;;15;29;;;
494;Ело;Аргут;(лв);30;14;;2;4;;;
495;Шавла;»;(пр);22;58;882;89;187;53;2.13;
496;Егитык-Коль;Шавла;»;40;14;;26;46;;;
497;без названия;Егитык-Коль;»;7;12;;7;11;;;
498;Кмургул-Оюк;Шавла;(лв);35;12;;6;10;;;
499;Кара-Коль (Баксара);»;(пр);27;17;;11;21;;;
500;Сайлюгем;»;(лв);18;11;;32;49;;;
501;Ачик;»;(пр);17;19;;9;24;;;
502;Сайлюгем;Шавла;(пр);2;14;;9;24;;;
503;Етугол (Танклу-Карасу);Аргут;(лв);18;10;;2;4;;;
504;Сата-Кулар;»;(пр);3;10;;3;9;;;
505;Эбелю;Катунь;»;383;18;;26;53;;;
506;Верх. Инегень;»;(лв);377;13;;3;6;;;
507;Теребеты;»;(пр);374;13;;—;—;;;
508;Нижн. Инегень;»;(лв);373;17;;5;15;;;
509;Чуя (Юстыд, Богуты);»;(пр);367;320;11200;125;286;711;37.87;64-68
510;Богуты;Чуя (Богуты);(лв);305;16;;3;6;;;
511;Ористы;»;(пр);291;11;;4;4;;;
512;Чаган гол (Шагангол) ;»;»;283;11;;2;4;;;
;Малые притоки оз. Кындыкты-Куль;;;;;;6;23;;;
513;Ташанта;Чуя (Юстыд);(лв);264;35;;15;45;;;
514;Уландрык;»;»;262;43;;17;52;;;
515;Ташто-Гобо;Уландрык;(пр);29;15;;7;10;;;
516;Падь Бол. Сар-Гобо;»;»;15;13;;2;3;;;
517;Бол. Шибеты;»;(лв);13;27;;20;42;;;
518;Аксай;Бол. Шибеты ;»;11;18;;20;33;;;
519;Бураты;теряется ;;—;15;;13;18;;;
520;Бар-Бургазы;Чуя (Юстыд);(пр);252;50;493;12;36;38;0.58;69
521;Караоюк;Барбургазы;(лв);39;12;;3;10;;;
522;Корумту;»;(пр);33;14;;4;11;;;
523;Куруузек;»;»;26;26;;18;36;;;
524;Кольдуек;»;»;20;15;;7;25;;;
525;протока Кара-Су;Чуя;»;226;14;;;;;;
526;Кызыл-Шин (Кош-Тал, Бугузун, Коштал);»;»;217;79;1560;23;53;94;4.54;70
527;Карагай;Кызыл-шин (Бугузун);(пр);60;17;;13;32;;;
528;Юленжулар;Карагай;(лв);8;12;;—;—;;;
529;Янтал;»;»;4;19;;16;34;;;
530;Буйлюкем;Кызыл-Шин (Бугузун);(пр);49;33;;3;2;;;
531;Сайлюгем;»;(лв);43;14;;3;10;;;
532;Кокури;»;(пр);35;34;;4;10;;;
533;Узунтытыгем;Кокури;(лв);5;33;;11;36;;;
534;Камтытыгем;Узунтытыгем;(пр);1;23;;12;32;;;
535;Тархата;Чуя;(лв);207;83;1700;29;70;90;3,62;
536;Курок;Тархата;(пр);72;17;;10;12;;;
537;без названия;Курок;(лв);6;12;;13;27;;;
538;Казаныгир;Тархата;(пр);64;27;;29;50;;;
539;без названия;Казаныгир;»;2;15;;9;18;;;
540;Чаган-Бургазы (Шагай-бургазы);Тархата;»;14;51;565;47;95;6;0,06;71
541;Баян-Чаган (Баяншаган);Чаган-Бургазы;(лв);44;17;;22;54;;;
542;Саржематы;»;»;42;21;;17;40;;;
543;без названия;»;(пр);16;15;;1;2;;;
544;Протока Дженишке-Тала;Тархата;»;4;39;;;;;;
545;Курлей;протока Дженишке-Тал;(лв);23;11;;2;4;;;
546;Ортолык;»;(лв);11;11;;—;—;;;
547;Кок-Узек;Чуя;(лв);195;55;710;16;40;22;0,82;72
548;Себыстей;Кокузек;»;24;31;;4;7;;;
549;Ирбисту;»;»;10;46;;14;36;;;
550;Язъек;Ирбисту;(пр).;19;12;;4;6;;;
551;Елангаш;Чуя;(лв);193;55;349;19;48;37;3,49;
552;Чаган-Узун (Шаган-узун, Шагану,Талдура, Талду);»;»;171;65;1170;5;24;;;
553;Джело;Чаган-Узун;(лв);47;17;;8;17;;;
554;Имэне;»;(пр);36;12;;5;5;;;
555;Кызкынор;»;(лв);30;26;;9;20;;;
556;Чаган (Шаган, Кара-Оюк);»;(пр);25;40;340;7;14;;;73
557;Ак-Куль;Чаган;(пр);21;17;;6;21;;;
558;Кызыл-Чин (Кара-Айры);Чаган-Узун;(лв);3;20;;2;14;;;
559;Аргайры;Кызыл-Чин;(пр);16;15;;6;16;;;
560;Тыдтугем;Чуя;»;147;15;;2;10;;;
561;Балтырган;»;(лв);137;12;;1;1;;;
562;Тюте;»;»;125;30;;9;24;;;
563;Ак-Туру (Актру);Чуя;»;122;23;;3;14;;;74
564;Кукурек;Ак-Туру;»;6;15;;2;12;;;
565;Кызыл-Таш;Чуя;(пр);122;24;;1;6;;;
566;Курай;Кызыл-Таш;»;7;21;;4;9;;;
567;Арталук;»;»;3;15;;1;2;;;
568;Таджилу (Тажилу) .;Чуя;»;115;16;;1;3;;;
569;без названия;»;»;105;10;;—;—;;;
570;Маша-Юл;»;(лв);94;22;;17;48;;;
571;Чибитка;»;(пр);77;39;;12;34;;;75.76
571а;Белая;Чибитка;(лв);12;10;;2;6;;;77.78
572;Ярлы-Амры;Белая;»;0,5;13;;3;9;;;79
572а;Мюэнь;Чибитка;»;6;10;;—;—;;;80
573;Сардыма;Чуя;(пр);76;13;;4;7;;;
574;Бегельбаш;»;»;72;15;;29;47;;;
575;Кара-Су;»;(лв);68;13;;9;16;;;
576;Ярбалык;»;(пр);60;17;;12;19;;;
577;Эстула;»;(лв);58;14;;5;8;;;
578;Айгулак;»;(пр);56;22;;70;116;;;
579;без названия;»;»;43;11;;6;13;;;
580;Сар-Чульджук (Сарчульжук);»;(лв);39;13;;11;23;;;
581;без названия;»;(пр);34;11;;9;20;;;
582;без названия;»;(лв);32;11;;6;9;;;
583;Атакты;Чуя;(лв);15;13;;6;12;;;
584;Иня;Катунь;(пр);357;49;355;28;65;;;
585;Кара-Узек;Иня;»;27;10;;5;5;;;
586;Карагык;Иня;(пр);23;10;;2;6;;;
587;Нижн. Карасу;»;»;6;12;;—;—;;;
588;Мал. Яломан;Катунь;(лв);348;31;;8;34;;;
589;Межручол;Мал. Яломан;(пр);22;13;;14;34;;;
590;Бол. Яломан;Катунь;(лв);343;42;;22;58;;;
591;Яломан;Бол. Яломан;(пр);12;21;;7;25;;;
592;без названия;Яломан;(лв);13;11;;2;7;;;
593;Карасу;Катунь;»;333;11;;3;3;;;
594;Бол. Ильгумень;»;»;330;53;396;24;60;5;0.23;
595;Купчегень;Бол. Ильгумень;(пр);8;10;;2;3;;;
596;Айлагуш (Эйлягуш);Катунь;»;325;56;347;33;83;;;81
597;Кадрин;»;»;324;95;1820;67;154;64;2.75;
598;Есконго;Кадрин;(лв);85;16;;11;17;;;
599;без названия;»;(пр);70;14;;7;17;;;
600;Улусук;»;»;60;34;;16;55;;;
601;Курусай;Улусук;»;12;13;;3;6;;;
602;Тайозен (Тойозен);»;(лв);2;26;;10;25;;;
603;Шараш;Тайозен;»;5;10;;1;3;;;
604;Ачин;Кадрин;(пр);52;14;;8;20;;;
605;Сугары;»;(лв);47;25;;30;52;;;
606;Одунсук;»;(пр);45;20;;7;20;;;
607;Чулекташ (Шулекташ);»;(лв);42;32;;68;126;;;
608;Улюстон;»;»;26;11;;10;18;;;
609;Тузак;»;(пр);21;19;;8;26;;;
610;без названия;»;(лв);18;11;;5;8;;;
611;Урсул (Ело, Бол. Аргем);Катунь;»;298;119;3710;19;75;37;1.74;82
612;Угар;Урсул (Ело);(пр);114;20;;11;21;;;
613;Тархата;»;»;105;14;;2;9;;;
614;Табатай;»;(лв);89;24;;5;25;;;
615;Балхашту;Табатай;(пр);18;10;;3;6;;;
616;Каерлык;Урсул;(пр);86;32;;9;29;;;
617;без названия;Каерлык;»;21;11;;3;7;;;
618;без названия;без названия № 617;»;2;13;;4;5;;;
619;Телюбай;Каерлык;(лв);7;10;;4;12;;;
620;Улету;»;»;7;14;;—;—;;;
621;Семисарт;»;(пр);6;16;;6;23;;;
622;Теньга;Урсул;»;74;20;;6;29;;;
623;Нижн. Булундык;Теньга;(лв);6;11;;—;—;;;
624;Талда;Урсул;(пр);65;15;;1;4;;;
625;Шибелик;»;»;64;12;;7;16;;;
626;Туэкта;»;(лв);59;30;;8;22;;;
627;Каракол;»;(пр);50;42;;22;64;;;
628;Акем;Каракол;»;26;12;;3;10;;;
629;Арыгем;»;(лв);8;33;;12;36;;;
630;Верх. Кулада;Арыгем;»;8;10;;1;7;;;
631;Курата;Урсул;»;45;55;568;18;66;5;0.23;
632;Куратенок;Курата;(пр);28;14;;6;20;;;
633;Башлан;»;(лв);7;18;;5;18;;;
634;Шашикман;Урсул;»;40;15;;1;3;;;
635;Шибелик;»;(пр);39;17;;5;10;;;
636;Талды;»;(лв);30;11;;1;4;;;
637;Улюта;»;(пр);24;25;;1;2;;;
638;Мал. Ильгумень;»;»;17;36;;13;28;;;
639;Бол. Сумульта (Кызылтобрак);Катунь;»;296;76;2300;45;146;79;1.51;
640;Куруткан;Бол. Сумульта;(лв);59;13;;4;10;;;
641;Аксаызкан (Аксаазкан);»;(пр);57;28;;24;65;;;
642;Карасаазкан;Акасаызакан;(лв);7;23;;14;37;;;
643;без названия;Карасаазакан;(пр);7;12;;13;30;;;
644;Чибит;Бол. Сумульта;(лв);54;20;;15;40;;;
645;Канай;»;(лв);50;13;;5;8;;;
646;Каамга;»;(пр);42;27;;33;92;;;
647;Карасу;Каамга;(лв);16;12;;11;24;;;
648;без названия;Бол. Сумульта;»;31;10;;8;27;;;
649;Мал. Сумульта;»;(пр.);22;56;728;43;134;34;0,54;
650;без названия;Мал. Сумульта;»;46;10;;11;30;;;
651;без названия;»;»;33;18;;5;15;;;
652;Верх. Куртучак;Мал. Сумульта;(лв);26;10;;4;8;;;
653;Алес;»;(пр);15;18;;12;36;;;
654;Евелю;»;»;13;14;;5;12;;;
655;Балтырган (Мештукол);Бол. Сумульта;(лв);16;24;;18;53;;;
656;Карасу;Балтырган;»;9;12;;3;15;;;
657;Каянча;Катунь;»;288;15;;5;8;;;
658;Кайтыгем;»;(пр);277;13;;2;1;;;
659;Бол. Аяда;»;(лв);272;13;;3;5;;;
660;Улюта ;»;»;265;13;;2;5;;;
661;Бельтертуюк;»;(пр);264;10;;2;4;;;
662;Саралу;»;(лв);262;16;;1;3;;;
663;Ннжн. Куюс ;»;(пр);255;11;;1;2;;;
664;Агайры;»;(лв);247;13;;7;17;;;
665;Едиган;»;(пр);244;31;;12;36;;;
666;Кайнзара;Едиган;(лв);9;16;;5;16;;;
667;Чеба (Сарагаш);Катунь;(пр);240;12;;1;2;;;
668;Каспа;»;(лв);235;22;;4;10;;;
669;Бийка;»;(пр);235;11;;2;9;;;
670;Коскол;»;(лв);232;11;;—;—;;;
671;Тышкескен;»;»;227;18;;2;4;;;
672;Апшняхта;»;»;221;20;;13;41;;;
673;Вертка;»;»;210;20;;19;45;;;
674;Чемал (Емен.);»;(пр);200;54;952;39;114;14;0,38;
675;Енгожок;Чемал;(пр);38;24;;15;46;;;
676;Куба (Кубя);»;»;8;47;504;47;134;;;83
677;Иккол;Куба;»;24;14;;4;7;;;
678;Аюла;Катунь;(лв);195;18;;5;19;;;
679;Элекмонар;»;(пр);192;38;;12;40;;;
680;Каракол;Элекмонар;(лв);19;14;;4;15;;;
681;без названия;»;(пр);6;11;;3;5;;;
682;Куюм (лог Туткум);Катунь;»;187;30;;18;44;;;
683;Анос;»;(лв);186;12;;1;1;;;
684;Уэнезя;»;(пр);186;25;;23;65;;;
685;Емурла;»;(лв);174;18;;5;13;;;
686;Челош;»;(пр);168;11;;4;9;;;
687;Шашкунар;»;(лв);167;14;;2;4;;;
688;Сема;»;»;162;88;1960;48;160;3;0,11;84-86
689;Сарлык;Сема;(пр);80;10;;2;5;;;
690;Кумалыр;»;»;66;16;;3;10;;;
691;Куяхтонар;»;(лв);64;16;;5;20;;;
692;Шебелик;»;(пр);57;10;22;2;5;;;87
693;Белая Мыюта;»;»;41;14;;7;21;;;
694;Чергушка;»;(лв);33;23;;3;6;;;
695;Алтайский Актел;»;(пр);26;10;;3;3;;;
696;Черга (Бол. Черга);»;(лв);18;49;;15;48;;;
697;Черга;Черга № 696;»;19;21;;10;29;;;
698;Кукуя;»;»;17;18;;12;26;;;
699;Булухта;»;»;7;24;;30;59;;;
700;Мещанка;Булухта;(пр);6;16;;9;12;;;
701;Мугута;»;»;3;18;;13;24;;;
702;Рыбнушка;»;»;2;14;;8;9;;;
703;Актел;Сема;(лв);14;13;;4;10;;;
704;Бол. Камлак;Сема;(лв);8;18;;2;3;;;
705;Мал. Камлак;Бол. Камлак;»;2;10;;6;8;;;
706;Камышла;Катунь;»;158;12;;6;9;;;
707;Муна (Муны);»;(пр);151;17;;14;32;;;
708;Устюба (Светлая);»;(лв);127;28;;29;47;;;
709;без названия ;Устюба ;(пр) ;16;11;;7;16;;;
710;Каим;»;(лв);8;16;;21;45;;;
711;Каянча;Устюба;(лв);4;16;;43;60;;;
712;Соузга;Катунь;(пр);119;12;;2;3;;;
713;Ая;»;(лв);113;26;;89;115;;;
714;Айченок;Ая;»;6;12;;32;30;;;
715;Майма;Катунь;(пр);102;60;780;38;74;;;88
716;Бирюля (Куру-Айры);Майма;(лв);39;16;;13;31;;;
717;Сайдыс;»;(пр);27;28;;4;10;;;
718;Иличек;Сайдыс;»;9;14;;3;16;;;
719;Улала;Майма;»;10;19;;12;25;;;
720;Черемшанка;теряется;—;—;11;;8;9;;;
721;Алтаир;Катунь;(пр);97;15;;7;13;;;
722;Иша;»;»;80;162;3430;54;208;17;0,41;89—91
723;Караса;Иша;»;157;10;;1;3;;;
724;Ускуч;»;»;157;13;;3;6;;;
725;Иня;»;(лв);141;14;;3;6;;;
726;Шиловка;»;(пр);135;10;;5;13;;;
727;Югала;»;(лв);127;14;;1;4;;;
728;Чоя;»;»;121;18;;4;11;;;
729;Тырга;Чоя;»;6;19;;6;14;;;
730;Мал. Иша;Иша;»;113;53;562;15;63;;;
731;Паспаул;Мал. Иша;»;19;16;;3;5;;;
732;Учек;»;(пр);16;23;;4;5;;;
733;Карым;Учек;(лв);11;13;;3;4;;;
734;Уба;Мал. Иша;(лв);7;15;;1;1;;;
735;Устюбень;Иша;(пр);90;18;;11;22;;;
736;Тайнушка;»;(лв);75;28;;3;10;;;
737;без названия;Тайнушка;»;14;15;;1;3;;;
738;Бол. Чаши;Иша;(пр);72;10;;—;—;;;
739;Чапша;»;»;54;105;932;50;124;2;0,02;92
740;Ужлеп;Чапша;(лв);64;11;;4;6;;;
741;Егонушка;»;(пр);21;11;;12;21;;;
742;Бардушка ( Бол. Барда);»;»;14;36;;37;74;;;
743;Чувыр;Бардушка;»;1;17;;6;16;;;
744;Поперечная;Чувыр;»;7;12;;8;18;;;
745;без названия;Чапша;»;4;12;;8;14;;;
746;Ташта (Шикшак);Иша;(лв);40;28;;14;33;;;
747;Карагуж;»;»;29;27;;20;59;;;
748;Тала-Ишинская;»;(пр);15;11;;3;5;;;
749;Березовка;Катунь;(пр);61;30;;24;55;;;
450;Дубровка;»;»;53;16;;2;5;;;
751;Талица;»;(лв);42;20;;6;13;;;
752;Кокша;»;»;40;26;;5;16;;;
753;Талица;»;»;21;12;;—;—;;;
754;Поскакуха;»;»;15;26;;10;26;;;
755;Каменка;»;»;8;110;2030;61;132;32;0,92;93-95
756;Бол. Щемиловка (Сосновый лог);Каменка;»;91;14;;16;33;;;
757;Сосновка (Кривая Сосновка);»;(пр);88;25;;20;44;;;
758;Сараса;»;»;83;37;;39;70;;;96
759;Бол. Кыркыла (Черемшанка,Федоров лог);Сараса;»;23;18;;18;33;;;
760;Мал. Кыркыла (Сухой лог);»;»;18;11;;15;24;;;
761;Бол. Каим;»;»;3;17;;21;31;;;
762;Мал. Каим;Бол. Каим;(пр);3;11;;9;16;;;
763;Бирюкса;Каменка;»;54;43;;60;83;;;
764;Бирюкса;Бирюкса № 763;»;18;11;;14;21;;;
765;без названия;Каменка;(лв);50;21;;5;5;;;
766;Сетовка (Сетовочка);»;(пр);47;45;;29;66;;;
767;Поперечка;»;(лв);19;20;;8;24;;;
768;Грязнуха;Каменка;(пр);29;12;;1;2;;;
769;Змеевка;»;(лв);3;24;;—;—;;;
;Малые водотоки бессточных впадин в бассейне р. Катуни;;;;;;141;300;;;
Бассейн р. Оби от слияния рек Бии и Катуни до устья р. Алей;;;;;;;;;;;
770;Чемровка (Марушка);Обь;(пр);3635;123;2830;36;80;58;16,4;97
771;Прямая (Дальняя Прямая);Чемровка (Марушка);»;111;15;;6;16;;;
772;Сухая Чемровка (Сухая);Чемровка;(лв);63;60;349;6;24;;;98
772а;Лог Аникино;Сухая Чемровка;(пр);43;8;43,7;;;;;99
773;Шубенка;»;»;51;68;508;53;148;;;
774;Топка;Шубенка;(лв);51;12;35,0;13;19;;;
775;Уткуль (Иткуль);Чемровка;(пр);9;55;984;1;1;;;
776;Буланиха;оз. Иткуль;—;—;38;363;3;8;;;100
777;Буланенок;Буланиха;(лв);24;18;;1;1;;;
778;Лог Бычий;»;»;9;30;;—;—;;;
779;Буланенок (лог Буланченок);»;(пр);7;20;;—;—;;;
780;Песчаная (Верх. Песчаная);Обь;(лв);3634;276;5660;103;258;81;2,8;101—103
781;Кыргысты (Кыргыста);Песчаная;»;255;19;;7;20;;;
782;Верх. Кудаты;»;(пр);252;18;;2;7;;;
783;Адаткан;»;(лв);248;21;;5;20;;;
784;Нижн. Кудаты;»;(пр);248;20;;8;22;;;
785;Шиверта (Дукей);»;(лв);248;22;;6;15;;;
786;Мал. Акем;Шиверта;»;6;10;;1;2;;;
787;Бол. Акем (Агайры);Шиверта;(лв);1;12;;2;6;;;
788;Нижн. Ширгайта;Песчаная;(пр);236;10;;—;—;;;
789;Куваш;»;»;232;11;;2;4;;;
791;Барагашонок;Барагаш;»;2;15;;2;6;;;
792;Курзун;Песчаная;»;214;18;;11;20;;;
793;Верх. Этогол;»;»;195;23;;15;47;;;
794;Казанда;»;(пр);193;21;;35;78;;;
795;Этогол;»;(лв);186;20;;14;34;;;
796;Верх. Таурачек;»;(пр);185;10;;4;5;;;
797;Евтушка;»;»;167;14;;7;9;;;
798;Куяча;»;»;165;30;292;37;76;;;104
799;Куяченок;Куяча;(лв);14;15;;20;22;;;
800;Кыркыленок;»;(пр);10;12;;5;13;;;
801;Барашек (Бараш);»;»;2;11;;5;7;;;
802;Куяган;Песчаная;(лв);164;17;;10;22;;;
803;без названия;»;»;160;10;;7;9;;;
804;Баранча;»;(пр);158;25;;33;55;;;
805;Кача;Баранча;»;12;11;;9;14;;;
806;Сосновка;Песчаная;»;144;10;;2;4;;;
807;без названия;»;(лв);143;18;;12;20;;;
808;Бол. Тихая;»;»;129;45;;49;84;;;
809;Быстрая;»;»;114;43;;66;100;;;
810;Быстренок;Быстрая;(пр);20;10;;3;4;;;
811;Солоновка;Песчаная;(лв);102;33;;106;164;;;
812;Землянуха;Солоновка;»;2;13;;4;4;;;
813;Черновая;Песчаная;(пр);87;21;;14;21;;;
814;Сычевка (Бол. Сычевка);»;»;84;21;;5;10;;;
815;Сухой Лог (Березовка);»;»;64;20;;1;2;;;
816;Белокуриха;»;»;63;31;;20;36;;;
817;Мал. Песчаная (Давыдовка);Белокуриха;(пр);8;28;;18;35;;;
818;без названия;Мал. Песчаная;(лв);1;11;;6;8;;;
819;Поперечная (Бол. Поперечка);Песчаная;(пр);32;60;607;38;84;;;
820;Малая (Кузнецовка);Поперечная;(лв);39;19;;25;37;;;
;Малые водотоки бессточных впадин в бассейне р. Песчаная;;;;;;;;;;
821;Ануй (Черный Ануй);Обь;(лв);3626;327;6930;136;300;240;7.1;105-111
822;Турата;Ануй;(пр);304;10;;5;19;;;
823;Мута (Изим);»;(лв);302;36;;15;39;;;
824;Толмоксу;Мута;(пр);21;12;;1;1;;;
825;Колбала;»;(лв);19;11;;1;6;;;
826;Келей;Мута;(пр);12;10;;2;7;;;
827;Черга;Ануй;»;298;14;;6;13;;;
828;Каракол (Потайнуха);»;(лв);294;32;;15;52;;;
829;Усть-Куча;Каракол;(пр);17;10;;4;11;;;
830;Шинок;Ануй;(лв);291;12;;2;4;;;
831;Карама;»;(пр);277;28;;30;73;;;
832;Куевода;Карама;(лв);8;23;;21;24;;;
833;Маеста;Куевода;»;5;13;;6;12;;;
834;Чаган;Карама;»;6;20;;14;24;;;
835;Аскаты;Ануй;»;275;13;;3;8;;;
836;Щепета (Чилик);»;»;273;32;;24;66;;;
837;Казанда (Казандушка, ручей Машин Лог) ;Щепета;(пр);18;12;;6;18;;;
838;Дрезговитная;Ануй;»;257;16;;14;43;;;
839;Черновой Ануй;»;(лв);255;32;;24;69;;;
840;без названия;Черновой Ануй;(пр);16;10;;5;7;;;
841;Язевка;Ануй;(лв);244;16;;6;18;;;
842;Солонешная (Медведовская) ;»;(пр);243;23;;58;120;;;
843;Бол. Речка;»;(лв);236;29;;30;62;;;
844;Черемшанка;»;(пр);228;18;;40;81;;;
845;Юртинская;Ануй;(пр);211;23;;30;52;;;
846;Сибирка (Сибирячиха);»;(лв);203;34;;75;107;;;
847;Мульчиха;Сибирка;(пр);15;14;;9;16;;;
848;лог Сибиряченок (Мал. Сибиряченок);Сибирка;(лв);4;20;;31;40;;;
849;Бол. Сибиряченок (Каменушка);лог Сибиряченок;(пр);11;12;;19;21;;;
850;лог Червянский (Червянка);Сибирка;»;1;16;;11;25;;;
851;Березовка;Ануй;»;189;17;;19;35;;;
852;лог Денисов;Березовка;»;3;10;;5;10;;;
853;Вятчиха;Ануй;(лв);184;20;;41;60;;;
854;Таловка;»;»;178;11;;26;25;;;
855;Татарка;»;»;160;15;;33;36;;;
856;Слюдянка (Бол. Слюдянка);»;»;157;46;393;135;215;;;
857;Гремучая;Слюдянка;»;36;12;;10;14;;;
